Loudness,Energy,Duration,Tempo,Year
-7.64,0.0,261.51138,88.973,0
-22.752,0.0,75.67628,186.882,2003
-4.169,0.0,290.55955,113.995,2004
-16.113,0.0,197.19791,159.233,2003
-3.028,0.0,252.3424,167.486,1982
-5.648,0.0,256.02567,88.02,2007
-11.937,0.0,260.46649,102.731,1994
-8.226,0.0,229.09342,208.416,0
-13.992,0.0,234.52689,124.604,0
-7.199,0.0,254.01424,127.745,1999
-6.464,0.0,273.55383,117.329,0
-7.461,0.0,195.49995,159.959,0
-5.799,0.0,281.41669,197.458,1999
-6.033,0.0,246.96118,142.116,2000
-8.135,0.0,514.7424,140.033,0
-15.624,0.0,331.07546,105.535,0
-10.609,0.0,359.6273,141.334,1999
-10.3,0.0,223.76444,135.955,0
-10.976,0.0,389.642,130.032,2005
-21.978,0.0,221.12608,70.331,0
-6.311,0.0,298.37016,111.903,2002
-8.521,0.0,130.16771,86.199,0
-12.649,0.0,247.7971,86.665,0
-14.489,0.0,227.05587,117.454,0
-6.022,0.0,234.52689,167.909,2001
-7.381,0.0,266.762,97.362,0
-5.963,0.0,247.66649,132.892,2003
-10.548,0.0,190.56281,89.966,2006
-3.584,0.0,380.44689,88.973,2005
-7.188,0.0,187.6371,150.066,2007
-10.453,0.0,159.29424,81.586,0
-8.942,0.0,217.39057,155.896,2008
-3.47,0.0,332.7473,121.553,0
-9.464,0.0,293.92934,163.567,1999
-9.718,0.0,183.43138,85.878,0
-9.393,0.0,259.34322,144.073,0
-10.72,0.0,274.80771,67.745,2004
-10.483,0.0,269.7922,94.554,2004
-20.846,0.0,184.73751,101.621,1992
-4.314,0.0,199.13098,196.188,2001
-10.586,0.0,504.05832,154.172,2009
-12.389,0.0,147.77424,150.867,0
-6.762,0.0,362.31791,90.027,2009
-7.329,0.0,195.13424,143.679,2005
-16.504,0.0,44.64281,146.894,2008
-8.952,0.0,229.8771,140.984,0
-10.844,0.0,193.35791,137.941,1981
-8.579,0.0,183.30077,147.679,0
-6.366,0.0,301.71383,131.968,0
-10.086,0.0,324.85832,102.756,0
-7.74,0.0,286.27546,145.917,0
-15.546,0.0,290.97751,121.773,2005
-6.446,0.0,181.02812,126.14,2004
-23.996,0.0,43.36281,93.779,2000
-10.957,0.0,243.82649,133.339,0
-5.12,0.0,236.25098,112.787,1999
-22.289,0.0,183.17016,74.072,0
-10.683,0.0,424.12363,130.006,0
-9.672,0.0,138.63138,159.587,0
-14.835,0.0,241.47546,98.718,0
-8.041,0.0,236.93016,89.865,0
-18.703,0.0,111.62077,104.394,0
-10.754,0.0,270.602,192.702,1993
-8.422,0.0,259.44771,106.689,0
-6.883,0.0,243.25179,135.072,0
-10.881,0.0,190.74567,141.116,0
-11.549,0.0,190.48444,66.988,0
-10.85,0.0,251.37587,126.533,0
-10.918,0.0,107.49342,80.315,0
-9.469,0.0,409.05098,152.194,0
-8.72,0.0,232.85506,93.425,0
-12.677,0.0,123.71546,178.725,0
-5.208,0.0,254.56281,150.013,2005
-5.766,0.0,250.3571,125.086,2008
-6.931,0.0,234.55302,115.033,2007
-9.559,0.0,215.82322,100.612,0
-5.786,0.0,207.51628,191.929,2005
-3.319,0.0,312.76363,153.551,0
-4.621,0.0,237.42649,80.41,2005
-7.834,0.0,266.73587,117.984,2000
-3.536,0.0,271.5424,150.086,2006
-8.089,0.0,269.87057,173.936,2004
-6.435,0.0,722.20689,200.169,0
-17.611,0.0,152.13669,179.264,0
-9.846,0.0,321.33179,132.858,0
-11.97,0.0,132.25751,122.113,0
-13.462,0.0,320.91383,158.321,0
-14.816,0.0,203.75465,99.487,0
-6.014,0.0,178.12853,95.503,0
-6.181,0.0,194.45506,96.007,0
-20.284,0.0,358.71302,124.194,0
-19.976,0.0,148.1922,115.066,1995
-6.503,0.0,245.49832,125.003,0
-15.148,0.0,149.49832,109.702,0
-7.401,0.0,264.51546,103.936,2007
-22.271,0.0,206.68036,107.536,0
-9.996,0.0,140.64281,117.671,0
-8.734,0.0,230.3473,91.191,0
-6.282,0.0,352.67873,80.484,2009
-7.719,0.0,289.54077,137.534,0
-13.876,0.0,163.52608,90.18,1995
-2.542,0.0,265.22077,185.094,2003
-14.934,0.0,148.06159,179.13,0
-5.66,0.0,340.79302,101.08,2005
-9.647,0.0,231.18322,92.98,0
-9.586,0.0,248.92036,100.342,1995
-6.876,0.0,280.45016,97.02,0
-5.703,0.0,327.88853,127.0,0
-6.084,0.0,50.83383,210.982,0
-10.275,0.0,214.38649,124.788,1979
-7.743,0.0,345.75628,100.032,0
-3.017,0.0,332.01587,126.938,0
-7.803,0.0,270.52363,176.066,2009
-16.113,0.0,229.25016,128.022,0
-4.44,0.0,180.50567,104.984,2006
-14.891,0.0,81.50159,143.291,1993
-5.728,0.0,51.61751,86.571,0
-3.91,0.0,256.522,107.845,2009
-5.134,0.0,337.68444,174.993,2005
-11.255,0.0,207.43791,97.538,2004
-4.954,0.0,236.17261,129.122,1994
-11.494,0.0,29.54404,95.225,0
-26.358,0.0,511.16363,86.666,0
-21.593,0.0,45.66159,190.698,0
-4.37,0.0,218.38322,118.595,0
-7.884,0.0,407.37914,89.345,0
-15.672,0.0,338.23302,231.867,0
-8.372,0.0,173.19138,98.11,0
-15.599,0.0,153.33832,143.601,0
-6.358,0.0,230.71302,81.319,0
-7.499,0.0,262.55628,93.015,2006
-7.711,0.0,263.6273,179.502,0
-9.131,0.0,193.72363,91.538,2005
-6.825,0.0,261.53751,111.936,2005
-23.685,0.0,133.19791,210.898,2002
-7.714,0.0,466.65098,114.73,2007
-18.91,0.0,1030.19057,70.649,1982
-18.863,0.0,202.94485,133.398,1983
-6.481,0.0,195.36934,140.259,2010
-5.68,0.0,388.51873,106.438,0
-10.225,0.0,205.42649,101.662,0
-12.091,0.0,492.30322,193.56,1985
-11.26,0.0,212.71465,128.689,2006
-16.077,0.0,757.99465,163.67,0
-13.481,0.0,309.65506,111.663,0
-10.231,0.0,170.52689,87.634,0
-13.078,0.0,280.13669,125.147,1983
-25.146,0.0,120.92036,147.576,0
-6.832,0.0,203.96363,190.01,2005
-3.573,0.0,277.2371,140.026,2009
-6.746,0.0,81.97179,100.76,1994
-10.324,0.0,196.49261,127.298,0
-8.576,0.0,260.8322,122.006,2001
-12.752,0.0,340.11383,112.097,0
-14.014,0.0,166.16444,157.779,1967
-9.371,0.0,296.14975,139.07,0
-15.046,0.0,212.94975,99.109,0
-15.008,0.0,261.74649,76.296,1999
-8.916,0.0,307.33016,92.672,1993
-6.908,0.0,225.67138,116.984,1998
-5.234,0.0,203.67628,98.983,0
-2.704,0.0,56.42404,123.695,0
-3.325,0.0,230.86975,97.151,2006
-2.838,0.0,221.67465,91.483,2007
-12.811,0.0,298.10893,94.031,1998
-6.318,0.0,338.1024,185.88,1998
-12.0,0.0,221.30893,157.746,0
-7.626,0.0,75.57179,100.032,2005
-16.994,0.0,135.31383,124.184,0
-9.448,0.0,170.84036,76.013,1999
-6.996,0.0,269.76608,101.01,0
-13.781,0.0,135.52281,169.878,0
-17.16,0.0,658.02404,116.819,2000
-7.513,0.0,351.08526,133.405,0
-3.159,0.0,301.92281,136.948,0
-5.537,0.0,213.49832,202.233,2008
-10.398,0.0,215.37914,133.553,0
-10.968,0.0,179.9571,100.621,2003
-4.053,0.0,305.89342,124.872,2006
-9.788,0.0,474.61832,127.887,0
-15.598,0.0,182.72608,115.258,0
-5.568,0.0,293.27628,90.008,0
-12.102,0.0,256.62649,161.796,2006
-6.608,0.0,281.88689,98.151,2006
-7.758,0.0,256.10404,91.198,2003
-12.01,0.0,197.17179,230.992,0
-13.456,0.0,352.57424,95.633,0
-9.636,0.0,334.78485,95.816,1995
-7.458,0.0,122.69669,103.29,0
-14.952,0.0,338.36363,65.054,0
-12.084,0.0,221.83138,160.011,0
-8.832,0.0,345.23383,75.467,2009
-19.461,0.0,11.59791,38.233,2004
-4.507,0.0,291.02975,179.988,1999
-6.26,0.0,349.83138,138.048,0
-26.626,0.0,287.03302,79.734,0
-3.951,0.0,151.27465,87.453,0
-12.552,0.0,443.55873,100.011,0
-9.186,0.0,156.94322,85.311,0
-7.951,0.0,329.58649,182.168,0
-9.903,0.0,286.32771,125.916,2005
-7.315,0.0,225.12281,200.716,1997
-9.154,0.0,285.28281,183.836,2000
-7.83,0.0,209.57995,110.644,0
-9.249,0.0,257.35791,124.15,2008
-14.056,0.0,225.27955,120.958,0
-5.407,0.0,330.94485,116.169,2006
-13.308,0.0,200.30649,80.981,0
-7.41,0.0,250.69669,147.871,0
-5.591,0.0,241.26649,120.956,0
-9.728,0.0,192.62649,114.995,0
-27.845,0.0,240.09098,97.243,1998
-11.928,0.0,299.72853,72.022,0
-6.499,0.0,475.11465,89.997,2002
-8.178,0.0,358.71302,190.019,0
-6.548,0.0,262.00771,87.871,1996
-9.352,0.0,250.33098,132.335,1992
-6.035,0.0,260.8322,125.007,0
-9.042,0.0,179.74812,147.256,2008
-13.004,0.0,454.84363,96.804,0
-15.717,0.0,184.2673,98.355,0
-20.406,0.0,409.83465,91.854,2004
-13.265,0.0,236.77342,87.895,0
-5.795,0.0,222.6673,113.034,2008
-11.951,0.0,372.37506,111.985,2004
-12.711,0.0,216.60689,199.652,1993
-7.724,0.0,265.32526,127.879,1995
-12.141,0.0,220.83873,76.76,0
-14.015,0.0,288.07791,116.866,2002
-10.158,0.0,131.082,126.412,0
-5.306,0.0,306.38975,129.962,2001
-6.125,0.0,215.40526,110.005,0
-11.151,0.0,272.8224,110.153,1987
-4.536,0.0,245.36771,160.786,2008
-12.995,0.0,381.33506,96.528,0
-16.402,0.0,189.67465,37.656,2008
-13.702,0.0,325.72036,140.638,1991
-15.386,0.0,195.13424,149.956,0
-9.688,0.0,173.97506,106.073,1998
-14.696,0.0,350.11873,111.915,0
-6.999,0.0,116.92363,173.845,1963
-26.928,0.0,216.24118,80.609,0
-20.282,0.0,1394.75546,81.983,1997
-7.611,0.0,403.01669,127.99,2003
-10.165,0.0,416.23465,124.325,0
-5.39,0.0,127.73832,182.195,2006
-7.944,0.0,180.79302,128.07,1996
-8.139,0.0,347.42812,179.934,2008
-10.691,0.0,193.54077,143.804,0
-4.681,0.0,240.43057,119.194,0
-10.518,0.0,316.02893,209.396,1994
-8.704,0.0,277.81179,93.001,2003
-7.145,0.0,313.46893,120.064,1997
-8.7,0.0,249.67791,80.137,1999
-11.723,0.0,272.84853,113.866,0
-2.885,0.0,167.44444,189.995,2002
-5.395,0.0,333.21751,145.004,0
-7.664,0.0,240.03873,147.421,0
-2.735,0.0,341.2371,129.829,2009
-16.216,0.0,157.30893,103.682,0
-8.038,0.0,281.25995,110.167,0
-5.053,0.0,44.30322,136.714,0
-7.853,0.0,252.00281,147.576,0
-7.653,0.0,64.39138,186.495,1997
-6.052,0.0,104.93342,160.147,0
-8.431,0.0,286.04036,102.164,2007
-8.704,0.0,52.03546,98.032,0
-17.881,0.0,170.52689,74.6,0
-7.024,0.0,200.80281,100.029,0
-8.208,0.0,182.15138,146.035,2007
-4.27,0.0,317.09995,109.464,0
-9.122,0.0,170.50077,138.935,2004
-9.375,0.0,242.20689,176.932,0
-32.934,0.0,473.46893,112.238,2002
-5.674,0.0,236.93016,170.046,2007
-5.15,0.0,188.62975,138.581,1997
-9.718,0.0,406.07302,96.617,0
-3.324,0.0,171.93751,119.406,2007
-13.603,0.0,248.55465,111.958,1994
-5.512,0.0,227.99628,128.639,2004
-6.818,0.0,242.83383,202.068,2006
-31.127,0.0,96.86159,117.005,0
-18.276,0.0,103.18322,63.621,0
-10.504,0.0,250.69669,104.494,1996
-13.336,0.0,185.36444,142.739,0
-10.633,0.0,213.68118,120.581,1983
-9.076,0.0,281.59955,124.001,0
-5.257,0.0,268.17261,125.019,2005
-15.489,0.0,166.81751,92.082,1967
-10.649,0.0,208.14322,117.66,0
-16.663,0.0,264.82893,144.544,0
-7.936,0.0,409.99138,87.054,1998
-10.807,0.0,234.73587,106.525,2005
-5.403,0.0,251.03628,119.346,2004
-8.767,0.0,216.13669,211.688,0
-4.883,0.0,98.11546,199.527,2004
-18.32,0.0,197.38077,79.992,0
-5.122,0.0,199.78404,142.948,2009
-3.731,0.0,245.13261,127.757,0
-9.325,0.0,245.68118,88.508,1974
-8.163,0.0,263.49669,141.171,2004
-6.288,0.0,253.75302,113.141,0
-9.585,0.0,306.65098,89.456,0
-12.749,0.0,351.84281,109.74,2006
-5.213,0.0,550.97424,168.474,2010
-6.164,0.0,211.17342,106.879,0
-15.516,0.0,199.02649,50.066,0
-6.854,0.0,151.53587,114.648,0
-6.172,0.0,158.51057,124.409,2007
-5.77,0.0,240.32608,101.954,2004
-10.511,0.0,239.46404,138.561,0
-7.837,0.0,231.67955,146.545,0
-6.431,0.0,319.97342,189.99,2000
-12.126,0.0,290.19383,105.834,1990
-12.987,0.0,181.55057,122.524,1974
-17.777,0.0,120.42404,153.898,0
-12.912,0.0,65.95873,115.307,0
-9.674,0.0,223.76444,119.901,1998
-9.69,0.0,251.29751,126.776,0
-14.726,0.0,186.53995,132.345,0
-15.609,0.0,160.23465,139.401,2008
-5.864,0.0,160.33914,170.069,0
-6.642,0.0,228.85832,130.006,2004
-13.841,0.0,188.31628,161.246,2004
-2.339,0.0,268.40771,145.882,1986
-5.033,0.0,233.92608,184.046,2001
-12.518,0.0,659.46077,101.341,2000
-6.934,0.0,304.45669,134.113,2003
-9.341,0.0,153.88689,176.447,1984
-5.275,0.0,199.23546,101.05,0
-11.107,0.0,290.35057,158.051,1977
-13.206,0.0,880.92689,114.268,0
-12.442,0.0,213.7073,199.046,0
-9.926,0.0,158.40608,105.314,1993
-6.41,0.0,247.87546,83.891,2008
-7.375,0.0,232.202,130.06,0
-7.209,0.0,333.322,122.811,1995
-3.376,0.0,138.52689,139.755,1992
-18.519,0.0,158.01424,115.319,0
-2.969,0.0,149.96853,173.34,1970
-5.481,0.0,227.05587,85.347,0
-6.431,0.0,153.0771,126.462,0
-10.15,0.0,242.99057,146.796,0
-6.578,0.0,263.36608,193.14,0
-4.289,0.0,210.59873,84.99,2009
-4.897,0.0,199.75791,127.909,0
-14.98,0.0,155.27138,71.283,2005
-19.115,0.0,125.85751,104.793,1979
-3.925,0.0,244.50567,139.304,2006
-20.551,0.0,86.22975,120.08,2009
-24.341,0.0,147.87873,104.475,1989
-6.612,0.0,175.72526,117.532,0
-12.346,0.0,263.73179,114.255,1990
-7.258,0.0,200.54159,157.118,0
-4.434,0.0,194.97751,85.348,2009
-5.861,0.0,356.23138,131.985,2004
-10.484,0.0,176.37832,82.72,2003
-17.43,0.0,30.45832,61.589,0
-12.551,0.0,214.43873,138.572,1981
-15.879,0.0,244.27057,152.2,1968
-8.782,0.0,294.24281,137.865,1977
-16.307,0.0,140.09424,80.311,0
-7.323,0.0,256.46975,107.386,0
-9.825,0.0,209.34485,123.836,0
-6.012,0.0,184.92036,171.968,0
-7.488,0.0,178.33751,128.367,0
-6.68,0.0,260.96281,129.729,1996
-16.522,0.0,140.5122,100.483,0
-6.282,0.0,220.99546,95.962,0
-8.998,0.0,288.91383,124.766,1998
-10.413,0.0,363.31057,166.431,0
-5.817,0.0,207.33342,142.801,0
-24.188,0.0,115.74812,112.328,0
-4.422,0.0,233.40363,119.579,1999
-7.194,0.0,252.36853,89.922,2007
-10.948,0.0,323.3171,93.978,1993
-6.749,0.0,187.32363,110.709,0
-10.674,0.0,430.65424,140.023,1999
-13.662,0.0,50.15465,93.785,1995
-10.997,0.0,308.63628,128.205,2005
-9.75,0.0,184.42404,86.313,0
-2.689,0.0,204.19873,155.843,1988
-14.744,0.0,410.98404,106.035,1991
-9.609,0.0,157.6224,126.689,1990
-5.204,0.0,175.96036,193.584,0
-9.303,0.0,258.63791,146.758,1998
-14.641,0.0,214.9873,120.522,0
-8.872,0.0,298.70975,194.659,1986
-10.102,0.0,189.72689,234.26,0
-3.864,0.0,212.40118,181.671,0
-17.315,0.0,159.16363,77.212,0
-16.755,0.0,204.2771,67.6,0
-11.723,0.0,118.88281,101.015,1968
-17.667,0.0,135.13098,92.409,0
-7.914,0.0,247.14404,149.978,0
-6.505,0.0,218.67057,109.35,1998
-7.865,0.0,307.87873,87.965,0
-8.71,0.0,243.69587,102.682,0
-16.079,0.0,190.92853,172.348,1995
-9.44,0.0,210.52036,124.088,0
-9.489,0.0,216.18893,111.321,0
-15.878,0.0,183.95383,101.348,0
-27.513,0.0,527.82975,86.175,0
-15.511,0.0,24.13669,134.759,1993
-13.425,0.0,233.45587,108.565,1980
-14.856,0.0,382.98077,124.883,0
-11.043,0.0,29.49179,126.476,0
-5.163,0.0,185.5473,171.516,0
-11.899,0.0,192.33914,122.233,1969
-6.025,0.0,246.43873,93.982,2001
-5.694,0.0,242.05016,143.038,2003
-8.599,0.0,325.48526,100.008,2009
-14.475,0.0,361.16853,125.991,2003
-4.834,0.0,253.77914,86.765,0
-15.15,0.0,165.19791,149.252,1966
-4.361,0.0,236.79955,144.777,2010
-13.906,0.0,273.81506,102.308,0
-9.522,0.0,249.88689,167.952,0
-9.783,0.0,229.27628,119.633,1975
-21.463,0.0,276.21832,156.446,0
-5.028,0.0,272.69179,121.949,2003
-4.043,0.0,263.47057,147.327,0
-12.061,0.0,243.04281,125.964,1972
-12.827,0.0,188.44689,73.742,0
-17.898,0.0,222.61506,164.595,0
-11.822,0.0,268.12036,89.995,0
-4.085,0.0,263.49669,99.981,0
-9.341,0.0,440.76363,85.391,2001
-5.094,0.0,165.61587,134.289,2005
-6.947,0.0,223.65995,86.967,0
-6.945,0.0,246.20363,104.994,2009
-10.083,0.0,285.04771,215.999,2005
-10.209,0.0,194.5073,85.085,0
-7.866,0.0,292.85832,164.171,1989
-18.449,0.0,181.49832,133.972,0
-8.501,0.0,139.12771,122.291,1999
-9.817,0.0,256.33914,143.245,0
-15.439,0.0,204.87791,103.277,0
-10.088,0.0,168.12363,156.131,0
-5.801,0.0,268.042,202.153,1999
-13.605,0.0,140.43383,112.194,0
-3.807,0.0,76.90404,151.379,0
-13.209,0.0,526.21016,80.754,1973
-12.119,0.0,239.46404,174.332,1998
-3.773,0.0,254.1971,127.952,2007
-5.883,0.0,439.30077,143.592,2009
-9.322,0.0,195.18649,109.697,2008
-21.361,0.0,243.1473,93.394,0
-16.597,0.0,169.22077,92.574,0
-14.12,0.0,162.79465,75.77,0
-22.083,0.0,312.05832,55.596,1991
-10.252,0.0,227.082,129.542,1993
-11.703,0.0,193.25342,115.262,0
-8.471,0.0,240.45669,91.413,0
-4.858,0.0,229.79873,95.068,0
-26.236,0.0,262.53016,99.21,0
-9.839,0.0,490.84036,200.105,0
-5.2,0.0,210.20689,85.332,2009
-6.317,0.0,377.75628,71.758,2009
-3.362,0.0,210.85995,168.979,2007
-10.369,0.0,227.60444,108.789,0
-11.97,0.0,203.75465,158.242,0
-13.765,0.0,210.96444,101.421,0
-21.186,0.0,161.95873,86.721,0
-7.837,0.0,230.05995,91.973,1998
-16.643,0.0,192.54812,66.568,0
-10.137,0.0,182.9873,231.725,2003
-14.319,0.0,172.87791,86.441,2007
-9.602,0.0,157.07383,144.548,2006
-15.149,0.0,297.22077,75.114,2003
-6.86,0.0,258.84689,133.036,0
-7.661,0.0,1686.7522,85.958,0
-3.3,0.0,233.11628,80.006,2008
-12.328,0.0,204.82567,109.86,1988
-8.909,0.0,246.56934,130.057,2006
-4.164,0.0,219.79383,95.254,2006
-5.068,0.0,201.82159,198.564,1988
-5.49,0.0,308.50567,120.223,1980
-20.831,0.0,222.9024,136.234,1994
-15.007,0.0,111.46404,90.318,0
-11.691,0.0,283.61098,116.673,1987
-11.846,0.0,196.91057,151.576,0
-14.107,0.0,269.7922,85.807,2007
-16.239,0.0,242.80771,86.631,2001
-5.117,0.0,229.40689,118.817,2002
-18.933,0.0,250.90567,118.132,0
-16.454,0.0,249.93914,180.532,0
-12.359,0.0,195.83955,142.869,1999
-10.999,0.0,205.24363,157.619,0
-8.564,0.0,490.55302,129.961,0
-9.031,0.0,253.1522,154.434,2001
-14.253,0.0,339.09506,132.465,1990
-5.921,0.0,175.80363,78.006,2000
-14.457,0.0,327.65342,120.704,1991
-11.809,0.0,241.76281,104.56,0
-17.522,0.0,334.18404,140.085,0
-10.096,0.0,188.18567,105.361,2002
-24.997,0.0,13.58322,120.765,1999
-11.117,0.0,130.61179,192.025,0
-7.804,0.0,207.98649,103.596,1999
-12.245,0.0,301.81832,86.096,0
-14.988,0.0,200.202,125.346,1990
-11.443,0.0,158.51057,104.263,0
-11.514,0.0,299.78077,141.674,1980
-5.628,0.0,236.35546,102.99,2007
-14.438,0.0,175.5424,105.715,0
-10.099,0.0,251.14077,158.813,0
-5.191,0.0,257.25342,97.454,2009
-16.389,0.0,200.82893,143.467,0
-10.178,0.0,663.24853,162.384,1975
-6.357,0.0,200.04526,171.833,2000
-6.313,0.0,285.98812,184.155,0
-10.373,0.0,215.97995,167.85,0
-20.327,0.0,164.64934,109.265,0
-16.834,0.0,152.842,122.236,1970
-6.871,0.0,339.80036,160.126,2006
-3.492,0.0,238.05342,91.873,2006
-14.946,0.0,171.85914,100.317,0
-9.3,0.0,355.39546,133.015,0
-12.411,0.0,408.05832,154.483,0
-9.663,0.0,128.67873,135.066,1980
-11.714,0.0,141.08689,155.26,1979
-10.062,0.0,165.69424,205.16,2009
-8.962,0.0,241.44934,45.709,0
-5.411,0.0,201.97832,134.245,0
-5.22,0.0,146.15465,112.09,0
-6.195,0.0,226.58567,115.021,0
-4.063,0.0,257.4624,104.928,0
-15.442,0.0,628.21832,77.364,0
-4.978,0.0,190.17098,145.924,0
-8.232,0.0,324.98893,127.99,0
-6.68,0.0,190.37995,147.659,0
-7.349,0.0,348.89098,97.672,1992
-12.632,0.0,133.3024,111.422,2000
-18.516,0.0,132.15302,76.57,0
-11.368,0.0,241.29261,99.894,1992
-10.44,0.0,307.69587,89.941,0
-7.387,0.0,187.11465,163.975,2008
-6.914,0.0,231.28771,204.066,0
-11.922,0.0,329.19465,158.121,0
-3.786,0.0,191.84281,100.013,0
-22.073,0.0,255.32036,128.835,0
-8.744,0.0,353.77587,107.922,2001
-7.98,0.0,192.57424,110.28,1975
-6.382,0.0,197.48526,131.868,2003
-6.644,0.0,359.65342,178.934,0
-5.95,0.0,195.39546,191.436,0
-10.22,0.0,146.88608,183.882,2004
-18.149,0.0,234.26567,77.235,0
-12.16,0.0,237.03465,107.779,0
-6.566,0.0,479.9473,240.263,0
-5.095,0.0,161.51465,78.971,2006
-6.787,0.0,256.83546,86.624,2007
-8.148,0.0,208.45669,79.916,0
-7.921,0.0,255.55546,162.134,1992
-6.562,0.0,221.43955,129.977,0
-10.499,0.0,145.08363,77.581,0
-6.635,0.0,342.69995,127.932,0
-4.222,0.0,195.70893,128.968,0
-6.736,0.0,177.52771,130.173,0
-13.691,0.0,231.00036,139.98,1994
-6.898,0.0,233.22077,141.846,0
-6.211,0.0,109.13914,183.437,0
-14.023,0.0,299.07546,117.367,2003
-3.697,0.0,205.11302,180.203,0
-6.533,0.0,247.71873,155.173,2008
-14.165,0.0,344.71138,108.105,0
-8.294,0.0,655.67302,134.086,0
-6.945,0.0,259.36934,114.752,2005
-7.038,0.0,397.60934,131.955,2009
-5.956,0.0,271.46404,119.953,2000
-19.449,0.0,241.65832,134.254,0
-7.499,0.0,61.83138,235.337,1987
-16.111,0.0,335.33342,107.592,1973
-10.635,0.0,172.01587,61.994,0
-3.902,0.0,254.45832,104.939,0
-8.579,0.0,183.17016,159.036,0
-13.015,0.0,325.85098,130.007,0
-11.943,0.0,163.52608,100.893,0
-3.892,0.0,241.57995,156.029,0
-10.937,0.0,239.51628,116.596,0
-5.533,0.0,323.00363,91.997,0
-10.742,0.0,234.03057,166.749,0
-10.239,0.0,190.85016,96.052,0
-4.316,0.0,256.13016,174.293,2005
-15.963,0.0,161.54077,97.754,2001
-8.789,0.0,189.3873,148.633,1999
-8.932,0.0,233.66485,110.487,0
-7.071,0.0,368.32608,202.036,0
-10.329,0.0,445.77914,138.001,0
-5.192,0.0,205.19138,129.333,0
-8.299,0.0,264.09751,97.022,0
-6.635,0.0,248.00608,184.012,1981
-5.013,0.0,204.77342,127.811,2000
-7.57,0.0,459.33669,115.37,2006
-13.362,0.0,378.09587,113.52,0
-13.683,0.0,171.4673,88.314,0
-12.383,0.0,220.36853,120.349,1996
-14.886,0.0,184.00608,81.647,0
-10.672,0.0,112.19546,86.96,1998
-8.707,0.0,242.80771,152.857,1979
-12.504,0.0,152.68526,180.874,0
-8.17,0.0,241.99791,156.139,0
-6.398,0.0,306.78159,91.084,2005
-14.481,0.0,78.18404,111.127,0
-25.895,0.0,641.48853,170.899,0
-6.092,0.0,231.49669,153.052,1978
-7.828,0.0,146.57261,122.093,0
-6.023,0.0,247.43138,127.979,0
-11.058,0.0,144.77016,181.421,1978
-14.863,0.0,340.21832,101.897,2002
-14.668,0.0,393.09016,89.726,0
-15.608,0.0,176.5873,79.151,1994
-2.224,0.0,269.00853,101.905,0
-5.47,0.0,173.5571,86.693,2000
-7.236,0.0,173.24363,127.765,1991
-9.915,0.0,292.51873,113.636,0
-9.785,0.0,314.72281,147.736,1989
-7.492,0.0,219.21914,165.977,0
-8.298,0.0,235.98975,85.976,2005
-9.923,0.0,280.65914,122.954,0
-9.644,0.0,189.962,125.593,2008
-9.236,0.0,186.40934,136.861,0
-6.497,0.0,419.76118,202.052,0
-23.476,0.0,86.56934,90.336,2001
-12.957,0.0,407.06567,144.012,2000
-17.452,0.0,175.15057,75.06,0
-3.586,0.0,188.26404,145.008,0
-8.511,0.0,263.57506,128.006,2007
-6.769,0.0,224.86159,106.01,2007
-15.615,0.0,98.66404,96.082,2004
-17.664,0.0,247.95383,119.389,1978
-23.966,0.0,184.29342,116.949,0
-5.059,0.0,170.70975,139.562,2005
-11.255,0.0,222.24934,99.612,1995
-28.19,0.0,110.70649,130.908,1997
-6.62,0.0,204.25098,141.008,2001
-11.017,0.0,494.21016,144.84,0
-4.347,0.0,197.53751,80.375,1996
-8.913,0.0,206.2624,140.834,0
-12.27,0.0,145.8673,89.98,0
-7.092,0.0,130.76853,120.129,0
-23.461,0.0,181.31546,118.064,0
-8.648,0.0,264.93342,128.549,2000
-11.516,0.0,508.60363,130.07,0
-4.675,0.0,245.02812,190.102,2002
-6.674,0.0,156.21179,195.026,2007
-16.156,0.0,181.39383,89.992,2007
-14.181,0.0,246.67383,137.823,2001
-13.556,0.0,228.20526,125.898,2002
-17.629,0.0,573.67465,119.712,1990
-10.377,0.0,127.16363,114.597,2003
-9.059,0.0,156.36853,113.431,1963
-16.678,0.0,295.60118,99.959,1958
-12.682,0.0,143.25506,140.903,0
-10.401,0.0,194.79465,104.01,0
-11.613,0.0,284.31628,170.034,0
-8.918,0.0,210.52036,111.946,0
-14.431,0.0,165.74649,78.841,0
-6.857,0.0,260.51873,45.508,2008
-12.324,0.0,167.83628,137.398,0
-8.702,0.0,242.15465,72.884,2004
-10.204,0.0,207.69914,180.121,0
-15.429,0.0,218.67057,30.048,0
-6.293,0.0,126.4322,138.156,2003
-6.672,0.0,274.442,118.959,0
-17.825,0.0,503.48363,120.066,0
-12.69,0.0,246.67383,107.927,0
-5.981,0.0,243.30404,125.05,1998
-14.476,0.0,298.91873,94.1,1968
-9.715,0.0,224.96608,101.121,1999
-7.105,0.0,208.69179,136.89,0
-5.585,0.0,199.54893,140.186,0
-11.924,0.0,199.57506,84.871,0
-8.173,0.0,193.12281,132.088,1982
-28.107,0.0,213.99465,113.204,0
-12.838,0.0,232.38485,83.116,2002
-12.237,0.0,272.01261,119.727,0
-10.733,0.0,241.26649,87.485,1986
-9.432,0.0,300.5122,84.672,0
-17.549,0.0,288.62649,42.782,2001
-14.375,0.0,229.92934,114.093,1993
